Link 296430 ,Link 315945 ,Link 278924 ,Link 320227 ,Link 273098 ,Link 313062 ,Link 322476 ,Link 322481 ,Link 302025 ,Link 296664 ,Link 312191 ,Link 290617 ,Link 303810 ,Link 305388 ,Link 326294 ,Link 318438 ,Link 302269 ,Link 306265 ,Link 302739 ,Link 308554 ,
4.344560e+00,2.363932e+00,1.406793e+01,1.356847e+00,9.047145e+01,9.891330e+00,4.605032e+00,7.822717e-01,7.423859e+00,4.060895e+00,1.002918e+00,3.165666e-01,1.927245e+00,7.717048e+00,3.394550e-01,6.464581e+00,9.679568e-01,7.571002e+00,3.279686e+00,3.387983e+00,
6.443684e+00,3.094841e+00,1.347182e+01,1.405045e+00,9.061849e+01,1.376068e+01,6.079623e+00,8.924848e-01,1.104893e+01,5.550686e+00,1.087287e+00,4.942577e-01,2.073422e+00,9.796809e+00,4.170104e-01,8.537852e+00,1.129019e+00,9.312276e+00,4.948239e+00,3.906257e+00,
8.870931e+00,3.774673e+00,1.193546e+01,1.473669e+00,8.270114e+01,1.623817e+01,7.069856e+00,9.785097e-01,1.642515e+01,7.477348e+00,1.125159e+00,8.079058e-01,2.148339e+00,1.161732e+01,5.049424e-01,9.765728e+00,1.316434e+00,1.019043e+01,6.972330e+00,4.424957e+00,
1.149702e+01,4.374627e+00,1.017577e+01,1.615429e+00,7.081639e+01,1.685239e+01,7.841844e+00,1.098470e+00,2.236746e+01,9.765553e+00,1.271784e+00,1.333647e+00,2.351089e+00,1.316161e+01,6.338807e-01,1.043801e+01,1.570853e+00,1.049629e+01,8.729785e+00,4.943321e+00,
1.417341e+01,4.802985e+00,8.593056e+00,1.946888e+00,5.851650e+01,1.620786e+01,8.824193e+00,1.282930e+00,2.711235e+01,1.204717e+01,1.765907e+00,2.148967e+00,3.055823e+00,1.460207e+01,7.793725e-01,1.157696e+01,1.929389e+00,1.165469e+01,1.023551e+01,5.600327e+00,
1.667736e+01,5.000894e+00,7.256005e+00,2.557922e+00,4.759219e+01,1.504552e+01,9.970711e+00,1.429308e+00,2.987972e+01,1.392724e+01,2.359280e+00,3.361426e+00,4.593599e+00,1.629029e+01,9.206203e-01,1.431440e+01,2.446036e+00,1.570425e+01,1.177820e+01,6.617451e+00,
1.872562e+01,5.053084e+00,6.124413e+00,3.448640e+00,3.841305e+01,1.378500e+01,1.079428e+01,1.543539e+00,3.098659e+01,1.518942e+01,2.711554e+00,5.109980e+00,6.830523e+00,1.862075e+01,1.110947e+00,1.903790e+01,3.221967e+00,2.188957e+01,1.346525e+01,7.921006e+00,
2.015961e+01,5.086961e+00,5.162526e+00,4.644793e+00,3.102860e+01,1.279866e+01,1.122460e+01,1.675251e+00,3.143910e+01,1.582205e+01,2.908283e+00,7.523055e+00,9.220551e+00,2.185682e+01,1.357270e+00,2.477140e+01,4.345896e+00,2.589502e+01,1.640969e+01,9.345829e+00,
2.112031e+01,5.154543e+00,4.355778e+00,6.394664e+00,2.530007e+01,1.230196e+01,1.159551e+01,1.844863e+00,3.227118e+01,1.602247e+01,3.098598e+00,1.059415e+01,1.138682e+01,2.543502e+01,1.624384e+00,3.001093e+01,5.703981e+00,2.643068e+01,2.118806e+01,1.099585e+01,
2.168130e+01,5.301692e+00,3.719826e+00,8.780610e+00,2.096912e+01,1.202525e+01,1.206301e+01,2.025541e+00,3.381816e+01,1.613486e+01,3.309964e+00,1.409552e+01,1.334755e+01,2.835782e+01,1.915376e+00,3.374445e+01,6.983384e+00,2.481816e+01,2.637852e+01,1.293085e+01,
2.190602e+01,5.535483e+00,3.247117e+00,1.165367e+01,1.781803e+01,1.164721e+01,1.256686e+01,2.224750e+00,3.576717e+01,1.652761e+01,3.528728e+00,1.766879e+01,1.534278e+01,3.046464e+01,2.300919e+00,3.620642e+01,7.943897e+00,2.232554e+01,3.080970e+01,1.534012e+01,
2.185332e+01,5.901997e+00,2.884638e+00,1.488602e+01,1.557690e+01,1.112407e+01,1.303553e+01,2.463345e+00,3.780349e+01,1.748238e+01,3.769877e+00,2.099877e+01,1.755029e+01,3.243154e+01,2.841141e+00,3.853431e+01,8.533010e+00,1.961913e+01,3.386924e+01,1.849150e+01,
2.163400e+01,6.511215e+00,2.607517e+00,1.833671e+01,1.386840e+01,1.051420e+01,1.336066e+01,2.762152e+00,3.996015e+01,1.913183e+01,4.043091e+00,2.391219e+01,2.005424e+01,3.526652e+01,3.571894e+00,4.147041e+01,8.829154e+00,1.704563e+01,3.543559e+01,2.255045e+01,
2.142779e+01,7.444200e+00,2.373842e+00,2.180805e+01,1.254263e+01,9.920791e+00,1.357069e+01,3.129498e+00,4.249296e+01,2.145947e+01,4.356674e+00,2.636286e+01,2.296966e+01,3.928873e+01,4.505933e+00,4.484406e+01,8.936520e+00,1.474360e+01,3.588956e+01,2.728775e+01,
2.141786e+01,8.664397e+00,2.165029e+00,2.512233e+01,1.145502e+01,9.443769e+00,1.390873e+01,3.567468e+00,4.551013e+01,2.435008e+01,4.716233e+00,2.837136e+01,2.665460e+01,4.331768e+01,5.611850e+00,4.788893e+01,8.945523e+00,1.274170e+01,3.563561e+01,3.212619e+01,
2.172219e+01,9.994931e+00,1.967365e+00,2.813995e+01,1.049246e+01,9.094175e+00,1.459713e+01,4.079381e+00,4.884838e+01,2.762644e+01,5.137459e+00,2.999227e+01,3.149786e+01,4.570958e+01,6.861036e+00,4.997820e+01,8.917731e+00,1.102532e+01,3.503956e+01,3.657820e+01,
2.229536e+01,1.119477e+01,1.770373e+00,3.079650e+01,9.599714e+00,8.827122e+00,1.567972e+01,4.670494e+00,5.228703e+01,3.106146e+01,5.637522e+00,3.130687e+01,3.730727e+01,4.588487e+01,8.244655e+00,5.097401e+01,8.882730e+00,9.558892e+00,3.429567e+01,4.041492e+01,
2.289419e+01,1.209039e+01,1.573839e+00,3.311788e+01,8.734984e+00,8.607918e+00,1.699414e+01,5.351083e+00,5.572873e+01,3.440406e+01,6.198309e+00,3.241588e+01,4.312698e+01,4.429411e+01,9.748808e+00,5.115261e+01,8.842127e+00,8.307404e+00,3.340432e+01,4.356385e+01,
2.322041e+01,1.263974e+01,1.385091e+00,3.518240e+01,7.873265e+00,8.436486e+00,1.827729e+01,6.137324e+00,5.921642e+01,3.744436e+01,6.764502e+00,3.343243e+01,4.793591e+01,4.165790e+01,1.133995e+01,5.096368e+01,8.786965e+00,7.244320e+00,3.235051e+01,4.601419e+01,
2.309054e+01,1.290156e+01,1.212397e+00,3.706283e+01,7.015047e+00,8.337709e+00,1.932480e+01,7.050315e+00,6.285038e+01,4.007694e+01,7.284260e+00,3.447013e+01,5.130026e+01,3.854837e+01,1.297020e+01,5.080139e+01,8.709777e+00,6.349404e+00,3.119117e+01,4.777385e+01,
2.248557e+01,1.296810e+01,1.060297e+00,3.878498e+01,6.179958e+00,8.352279e+00,2.005683e+01,8.111052e+00,6.660964e+01,4.232347e+01,7.739797e+00,3.562644e+01,5.335076e+01,3.532605e+01,1.456691e+01,5.088551e+01,8.612914e+00,5.604651e+00,3.003088e+01,4.885961e+01,
2.149918e+01,1.292392e+01,9.297954e-01,4.032994e+01,5.392193e+00,8.516079e+00,2.047812e+01,9.332876e+00,7.015239e+01,4.426949e+01,8.140445e+00,3.697113e+01,5.443044e+01,3.219556e+01,1.601830e+01,5.122029e+01,8.513289e+00,4.992314e+00,2.896170e+01,4.931745e+01,
2.025898e+01,1.283039e+01,8.187615e-01,4.168946e+01,4.671118e+00,8.830360e+00,2.063697e+01,1.071734e+01,7.291810e+01,4.597366e+01,8.499606e+00,3.853551e+01,5.487629e+01,2.926197e+01,1.718600e+01,5.162928e+01,8.442967e+00,4.494831e+00,2.803658e+01,4.922367e+01,
1.888324e+01,1.272479e+01,7.241872e-01,4.289307e+01,4.028283e+00,9.243325e+00,2.059696e+01,1.225519e+01,7.446216e+01,4.741246e+01,8.820512e+00,4.030989e+01,5.492841e+01,2.657406e+01,1.795711e+01,5.186502e+01,8.449080e+00,4.095121e+00,2.727320e+01,4.865675e+01,
1.746405e+01,1.262608e+01,6.430136e-01,4.403814e+01,3.466660e+00,9.666894e+00,2.043070e+01,1.393234e+01,7.470986e+01,4.849430e+01,9.098797e+00,4.224287e+01,5.472150e+01,2.414608e+01,1.828989e+01,5.173894e+01,8.588782e+00,3.775420e+00,2.666047e+01,4.769172e+01,
1.606548e+01,1.254116e+01,5.727023e-01,4.526022e+01,2.983096e+00,1.002570e+01,2.020775e+01,1.573550e+01,7.387589e+01,4.912891e+01,9.330193e+00,4.425200e+01,5.431477e+01,2.197387e+01,1.821889e+01,5.121419e+01,8.915145e+00,3.517118e+00,2.616916e+01,4.640490e+01,
1.472825e+01,1.247244e+01,5.114152e-01,4.667675e+01,2.571197e+00,1.028717e+01,1.998746e+01,1.766571e+01,7.224001e+01,4.928103e+01,9.516786e+00,4.624622e+01,5.370590e+01,2.004361e+01,1.782401e+01,5.038997e+01,9.462780e+00,3.300567e+00,2.575945e+01,4.487685e+01,
1.347648e+01,1.242442e+01,4.578243e-01,4.835245e+01,2.222651e+00,1.045866e+01,1.981355e+01,1.975825e+01,7.002487e+01,4.898820e+01,9.666867e+00,4.815067e+01,5.287131e+01,1.833345e+01,1.719714e+01,4.943771e+01,1.025736e+01,3.107213e+00,2.538857e+01,4.318824e+01,
1.232147e+01,1.240811e+01,4.108463e-01,5.028106e+01,1.928893e+00,1.056135e+01,1.971243e+01,2.210776e+01,6.737118e+01,4.834409e+01,9.792577e+00,4.992315e+01,5.179115e+01,1.682021e+01,1.641900e+01,4.852876e+01,1.137658e+01,2.921931e+00,2.501815e+01,4.141114e+01,
1.126605e+01,1.244362e+01,3.697700e-01,5.240870e+01,1.681668e+00,1.061043e+01,1.969541e+01,2.488567e+01,6.437520e+01,4.747245e+01,9.904843e+00,5.156746e+01,5.046893e+01,1.547730e+01,1.555471e+01,4.778836e+01,1.304295e+01,2.735422e+00,2.461255e+01,3.960712e+01,
1.030761e+01,1.256269e+01,3.339370e-01,5.468349e+01,1.473648e+00,1.060917e+01,1.976014e+01,2.832331e+01,6.112324e+01,4.649777e+01,1.001026e+01,5.311934e+01,4.893796e+01,1.428081e+01,1.465090e+01,4.728078e+01,1.566167e+01,2.544614e+00,2.414755e+01,3.782111e+01,
9.441155e+00,1.280457e+01,3.028553e-01,5.706839e+01,1.298502e+00,1.055519e+01,1.989049e+01,3.259111e+01,5.771269e+01,4.553198e+01,1.010888e+01,5.463860e+01,4.724273e+01,1.320798e+01,1.374127e+01,4.701121e+01,1.964252e+01,2.350967e+00,2.360716e+01,3.607793e+01,
8.658895e+00,1.321077e+01,2.758709e-01,5.954842e+01,1.150699e+00,1.044531e+01,2.006453e+01,3.760889e+01,5.423596e+01,4.466613e+01,1.019443e+01,5.618230e+01,4.543871e+01,1.223800e+01,1.284857e+01,4.693972e+01,2.505366e+01,2.158560e+00,2.298636e+01,3.440035e+01,
7.953496e+00,1.381563e+01,2.525945e-01,6.213118e+01,1.025710e+00,1.028010e+01,2.026219e+01,4.296036e+01,5.078037e+01,4.398618e+01,1.025630e+01,5.779183e+01,4.357384e+01,1.135313e+01,1.198774e+01,4.701793e+01,3.156326e+01,1.971810e+00,2.228513e+01,3.280118e+01,
7.317396e+00,1.463264e+01,2.325675e-01,6.483605e+01,9.197052e-01,1.006447e+01,2.047576e+01,4.805483e+01,4.741060e+01,4.359325e+01,1.028083e+01,5.948003e+01,4.168442e+01,1.053987e+01,1.116850e+01,4.723201e+01,3.879206e+01,1.794511e+00,2.151057e+01,3.129395e+01,
6.742515e+00,1.563885e+01,2.152377e-01,6.769746e+01,8.294894e-01,9.806491e+00,2.070890e+01,5.240101e+01,4.417771e+01,4.364128e+01,1.025590e+01,6.122761e+01,3.980613e+01,9.786960e+00,1.039600e+01,4.762848e+01,4.642561e+01,1.629247e+00,2.067762e+01,2.988657e+01,
6.222313e+00,1.677009e+01,2.003589e-01,7.076824e+01,7.525405e-01,9.514051e+00,2.097947e+01,5.573405e+01,4.111531e+01,4.439174e+01,1.017173e+01,6.299200e+01,3.794776e+01,9.086582e+00,9.672397e+00,4.832778e+01,5.391085e+01,1.477513e+00,1.980114e+01,2.858902e+01,
5.750648e+00,1.792827e+01,1.874646e-01,7.410859e+01,6.866338e-01,9.194789e+00,2.131776e+01,5.800585e+01,3.824062e+01,4.624633e+01,1.002493e+01,6.471309e+01,3.612377e+01,8.433707e+00,8.997839e+00,4.948291e+01,6.037007e+01,1.339729e+00,1.890322e+01,2.741016e+01,
5.321758e+00,1.900744e+01,1.764377e-01,7.780260e+01,6.299949e-01,8.856510e+00,2.176843e+01,5.929367e+01,3.556161e+01,4.970457e+01,9.817307e+00,6.632502e+01,3.433967e+01,7.824437e+00,8.370241e+00,5.120747e+01,6.502608e+01,1.215649e+00,1.800322e+01,2.635490e+01,
4.930914e+00,1.991964e+01,1.668972e-01,8.197321e+01,5.812540e-01,8.505629e+00,2.238601e+01,5.973521e+01,3.307862e+01,5.519262e+01,9.554242e+00,6.777048e+01,3.259780e+01,7.256202e+00,7.787575e+00,5.348777e+01,6.762624e+01,1.104498e+00,1.712089e+01,2.543098e+01,
4.574185e+00,2.061217e+01,1.587059e-01,8.679379e+01,5.390736e-01,8.147765e+00,2.322403e+01,5.948976e+01,3.078613e+01,6.277612e+01,9.244506e+00,6.899895e+01,3.090435e+01,6.727131e+00,7.246960e+00,5.612211e+01,6.842022e+01,1.005341e+00,1.627108e+01,2.464387e+01,
4.247847e+00,2.107156e+01,1.517065e-01,9.246735e+01,5.026025e-01,7.787647e+00,2.431072e+01,5.871716e+01,2.867615e+01,7.200226e+01,8.898205e+00,6.998060e+01,2.926017e+01,6.235754e+00,6.745640e+00,5.876024e+01,6.787776e+01,9.171482e-01,1.546514e+01,2.400246e+01,
3.948687e+00,2.132059e+01,1.456187e-01,9.911713e+01,4.708807e-01,7.429700e+00,2.561277e+01,5.757748e+01,2.673603e+01,8.215015e+01,8.526108e+00,7.069955e+01,2.767187e+01,5.780406e+00,6.280553e+00,6.103853e+01,6.646134e+01,8.387671e-01,1.470901e+01,2.351981e+01,
3.674325e+00,2.140664e+01,1.403952e-01,1.066215e+02,4.432703e-01,7.076788e+00,2.702153e+01,5.622808e+01,2.495636e+01,9.279231e+01,8.137489e+00,7.115590e+01,2.614094e+01,5.359536e+00,5.849194e+00,6.270513e+01,6.453295e+01,7.691799e-01,1.400382e+01,2.322423e+01,
3.422683e+00,2.139883e+01,1.359176e-01,1.144864e+02,4.191892e-01,6.731152e+00,2.837310e+01,5.482687e+01,2.332263e+01,1.042580e+02,7.741125e+00,7.136266e+01,2.467387e+01,4.971580e+00,5.449279e+00,6.366669e+01,6.235149e+01,7.073672e-01,1.334743e+01,2.315797e+01,
3.191586e+00,2.138555e+01,1.320263e-01,1.219713e+02,3.980788e-01,6.394842e+00,2.950824e+01,5.354379e+01,2.182410e+01,1.175736e+02,7.344144e+00,7.134349e+01,2.327116e+01,4.614519e+00,5.078454e+00,6.397304e+01,6.008756e+01,6.524574e-01,1.273455e+01,2.337920e+01,
2.979265e+00,2.147116e+01,1.287196e-01,1.284070e+02,3.795508e-01,6.069079e+00,3.031858e+01,5.255828e+01,2.044837e+01,1.335682e+02,6.952092e+00,7.113628e+01,2.193700e+01,4.286551e+00,4.734926e+00,6.375921e+01,5.784534e+01,6.036295e-01,1.215874e+01,2.395171e+01,
2.784526e+00,2.178499e+01,1.258671e-01,1.334123e+02,3.633217e-01,5.754873e+00,3.076854e+01,5.203710e+01,1.918355e+01,1.516727e+02,6.569439e+00,7.078444e+01,2.066950e+01,3.985759e+00,4.416617e+00,6.319792e+01,5.567672e+01,5.601828e-01,1.161308e+01,2.491881e+01,
2.605678e+00,2.247343e+01,1.234586e-01,1.369400e+02,3.490373e-01,5.452767e+00,3.087972e+01,5.211536e+01,1.801996e+01,1.696925e+02,6.199425e+00,7.034906e+01,1.947157e+01,3.710112e+00,4.121891e+00,6.246741e+01,5.359586e+01,5.214838e-01,1.109235e+01,2.627008e+01,
2.441655e+00,2.367844e+01,1.213597e-01,1.391519e+02,3.365502e-01,5.163549e+00,3.070780e+01,5.283489e+01,1.694716e+01,1.851879e+02,5.844328e+00,6.990868e+01,1.834034e+01,3.457695e+00,3.849242e+00,6.174106e+01,5.160336e+01,4.869742e-01,1.059153e+01,2.792121e+01,
2.291143e+00,2.549560e+01,1.195939e-01,1.402905e+02,3.255713e-01,4.887523e+00,3.031374e+01,5.412324e+01,1.595589e+01,1.968319e+02,5.505499e+00,6.957012e+01,1.727647e+01,3.226840e+00,3.597071e+00,6.115403e+01,4.968364e+01,4.561713e-01,1.010832e+01,2.973076e+01,
2.153282e+00,2.790780e+01,1.180712e-01,1.405915e+02,3.159052e-01,4.624795e+00,2.975338e+01,5.581628e+01,1.503886e+01,2.045841e+02,5.183809e+00,6.947472e+01,1.627677e+01,3.015743e+00,3.363840e+00,6.080996e+01,4.781559e+01,4.286739e-01,9.641151e+00,3.155884e+01,
2.026874e+00,3.075359e+01,1.167803e-01,1.402569e+02,3.073044e-01,4.375199e+00,2.907474e+01,5.774223e+01,1.418825e+01,2.090710e+02,4.879592e+00,6.981257e+01,1.533923e+01,2.822754e+00,3.148208e+00,6.076585e+01,4.598225e+01,4.040494e-01,9.189250e+00,3.332648e+01,
1.911242e+00,3.377312e+01,1.157063e-01,1.394381e+02,2.997377e-01,4.138776e+00,2.831208e+01,5.982078e+01,1.339826e+01,2.110043e+02,4.592945e+00,7.082953e+01,1.446148e+01,2.646353e+00,2.949013e+00,6.101085e+01,4.417160e+01,3.819825e-01,8.753510e+00,3.505342e+01,
1.805237e+00,3.669945e+01,1.148415e-01,1.383237e+02,2.930767e-01,3.915482e+00,2.749042e+01,6.209570e+01,1.266322e+01,2.109864e+02,4.323479e+00,7.283177e+01,1.364060e+01,2.485096e+00,2.764942e+00,6.146665e+01,4.237867e+01,3.622262e-01,8.333899e+00,3.685705e+01,
1.708332e+00,3.935494e+01,1.141159e-01,1.371688e+02,2.871989e-01,3.704751e+00,2.662712e+01,6.470164e+01,1.197856e+01,2.094751e+02,4.070595e+00,7.618832e+01,1.287427e+01,2.337601e+00,2.595007e+00,6.200821e+01,4.060730e+01,3.444932e-01,7.931238e+00,3.891648e+01,
1.619835e+00,4.166540e+01,1.135279e-01,1.363058e+02,2.820216e-01,3.506198e+00,2.573756e+01,6.779067e+01,1.133971e+01,2.068594e+02,3.833650e+00,8.133077e+01,1.215891e+01,2.202809e+00,2.438045e+00,6.248570e+01,3.886200e+01,3.285992e-01,7.546251e+00,4.142939e+01,
1.538899e+00,4.365018e+01,1.130782e-01,1.361440e+02,2.774144e-01,3.319466e+00,2.483142e+01,7.142328e+01,1.074273e+01,2.034625e+02,3.611865e+00,8.872189e+01,1.149201e+01,2.079489e+00,2.293138e+00,6.277592e+01,3.715094e+01,3.143289e-01,7.179774e+00,4.451222e+01,
1.465011e+00,4.537423e+01,1.127572e-01,1.370924e+02,2.733006e-01,3.144188e+00,2.391780e+01,7.550149e+01,1.018468e+01,1.995949e+02,3.404512e+00,9.877485e+01,1.086964e+01,1.966677e+00,2.159268e+00,6.279631e+01,3.548347e+01,3.015051e-01,6.831863e+00,4.809785e+01,
1.397533e+00,4.692098e+01,1.125406e-01,1.394227e+02,2.697110e-01,2.979796e+00,2.300458e+01,7.977666e+01,9.662510e+00,1.955148e+02,3.210776e+00,1.116778e+02,1.028992e+01,1.863566e+00,2.035717e+00,6.251012e+01,3.386627e+01,2.900026e-01,6.501993e+00,5.189793e+01,
1.335877e+00,4.836711e+01,1.124034e-01,1.431709e+02,2.666014e-01,2.825688e+00,2.209890e+01,8.393674e+01,9.173573e+00,1.914422e+02,3.029834e+00,1.271727e+02,9.749699e+00,1.769115e+00,1.921562e+00,6.192243e+01,3.230415e+01,2.797112e-01,6.190562e+00,5.549407e+01,
1.279680e+00,4.977434e+01,1.123351e-01,1.480636e+02,2.638812e-01,2.681330e+00,2.120567e+01,8.771709e+01,8.715599e+00,1.875463e+02,2.860909e+00,1.444232e+02,9.246517e+00,1.682729e+00,1.816068e+00,6.106470e+01,3.080061e+01,2.704632e-01,5.897192e+00,5.850954e+01,
1.228375e+00,5.117876e+01,1.123084e-01,1.535824e+02,2.615350e-01,2.546152e+00,2.032884e+01,9.097143e+01,8.286222e+00,1.839145e+02,2.703166e+00,1.621351e+02,8.777393e+00,1.603603e+00,1.718618e+00,5.998368e+01,2.936150e+01,2.621429e-01,5.621042e+00,6.073584e+01,
1.181639e+00,5.260288e+01,1.123247e-01,1.591795e+02,2.594596e-01,2.419656e+00,1.947220e+01,9.366496e+01,7.883749e+00,1.805942e+02,2.555998e+00,1.788970e+02,8.340086e+00,1.531181e+00,1.628586e+00,5.872717e+01,2.798482e+01,2.546976e-01,5.361993e+00,6.214045e+01,
1.138963e+00,5.404534e+01,1.123701e-01,1.644561e+02,2.576077e-01,2.301399e+00,1.863992e+01,9.586683e+01,7.506286e+00,1.775667e+02,2.418592e+00,1.935550e+02,7.932615e+00,1.464836e+00,1.545336e+00,5.733728e+01,2.667121e+01,2.480378e-01,5.118943e+00,6.281400e+01,
1.100112e+00,5.550168e+01,1.124447e-01,1.692426e+02,2.559749e-01,2.190844e+00,1.783322e+01,9.768436e+01,7.152284e+00,1.747756e+02,2.290260e+00,2.054296e+02,7.552373e+00,1.404091e+00,1.468402e+00,5.585856e+01,2.542111e+01,2.420879e-01,4.891388e+00,6.289717e+01,
1.064732e+00,5.695154e+01,1.125746e-01,1.735633e+02,2.545351e-01,2.087541e+00,1.705576e+01,9.923577e+01,6.820268e+00,1.721297e+02,2.170416e+00,2.143244e+02,7.197608e+00,1.348447e+00,1.397274e+00,5.431865e+01,2.423146e+01,2.368017e-01,4.678381e+00,6.252927e+01,
1.032598e+00,5.838638e+01,1.127350e-01,1.775047e+02,2.532397e-01,1.991034e+00,1.630703e+01,1.006499e+02,6.508827e+00,1.695211e+02,2.058455e+00,2.204109e+02,6.865999e+00,1.297634e+00,1.331506e+00,5.275056e+01,2.310168e+01,2.320825e-01,4.479155e+00,6.183017e+01,
1.003340e+00,5.978708e+01,1.129019e-01,1.811037e+02,2.521454e-01,1.900798e+00,1.558821e+01,1.020227e+02,6.216574e+00,1.668558e+02,1.953812e+00,2.240667e+02,6.556717e+00,1.251205e+00,1.270665e+00,5.116993e+01,2.202874e+01,2.278847e-01,4.292936e+00,6.089154e+01,
9.767781e-01,6.116251e+01,1.131404e-01,1.843071e+02,2.512031e-01,1.816400e+00,1.489931e+01,1.034246e+02,5.942393e+00,1.640638e+02,1.856015e+00,2.257637e+02,6.267379e+00,1.208729e+00,1.214420e+00,4.959758e+01,2.101150e+01,2.241909e-01,4.118999e+00,5.978265e+01,
9.526544e-01,6.251471e+01,1.133904e-01,1.870087e+02,2.504162e-01,1.737439e+00,1.424053e+01,1.048894e+02,5.685235e+00,1.610966e+02,1.764640e+00,2.259761e+02,5.996920e+00,1.169987e+00,1.162370e+00,4.804520e+01,2.004684e+01,2.209030e-01,3.956715e+00,5.854888e+01,
9.309071e-01,6.386575e+01,1.136305e-01,1.891044e+02,2.497936e-01,1.663591e+00,1.361091e+01,1.064024e+02,5.443972e+00,1.579414e+02,1.679189e+00,2.251509e+02,5.743875e+00,1.134672e+00,1.114258e+00,4.652553e+01,1.913263e+01,2.180783e-01,3.805285e+00,5.722815e+01,
9.112349e-01,6.524159e+01,1.138726e-01,1.905556e+02,2.492622e-01,1.594482e+00,1.301008e+01,1.079066e+02,5.217526e+00,1.546106e+02,1.599188e+00,2.236856e+02,5.507013e+00,1.102428e+00,1.069774e+00,4.504184e+01,1.826586e+01,2.155912e-01,3.663762e+00,5.584770e+01,
8.934828e-01,6.667959e+01,1.141035e-01,1.913947e+02,2.487828e-01,1.529827e+00,1.243826e+01,1.093191e+02,5.005173e+00,1.511277e+02,1.524287e+00,2.219054e+02,5.285136e+00,1.073185e+00,1.028627e+00,4.360201e+01,1.744570e+01,2.134680e-01,3.531813e+00,5.442767e+01,
8.776009e-01,6.822130e+01,1.143482e-01,1.917148e+02,2.484220e-01,1.469371e+00,1.189308e+01,1.105500e+02,4.805840e+00,1.475317e+02,1.454197e+00,2.200821e+02,5.077573e+00,1.046642e+00,9.906021e-01,4.221301e+01,1.666810e+01,2.116022e-01,3.408619e+00,5.298247e+01,
