Link 296430 ,Link 315945 ,Link 278924 ,Link 320227 ,Link 273098 ,Link 313062 ,Link 322476 ,Link 322481 ,Link 302025 ,Link 296664 ,Link 312191 ,Link 290617 ,Link 303810 ,Link 305388 ,Link 326294 ,Link 318438 ,Link 302269 ,Link 306265 ,Link 302739 ,Link 308554 ,
4.344585e+00,2.363718e+00,1.406793e+01,1.356842e+00,9.047150e+01,9.891308e+00,4.605033e+00,7.822545e-01,7.423552e+00,4.060819e+00,1.002908e+00,3.164665e-01,1.927001e+00,7.717040e+00,3.393171e-01,6.464579e+00,9.679887e-01,7.571004e+00,3.279686e+00,3.387984e+00,
6.443781e+00,3.094609e+00,1.347182e+01,1.405046e+00,9.061850e+01,1.376080e+01,6.079623e+00,8.924394e-01,1.104876e+01,5.550589e+00,1.087275e+00,4.941327e-01,2.073386e+00,9.796910e+00,4.168561e-01,8.537832e+00,1.129049e+00,9.312271e+00,4.948240e+00,3.906262e+00,
8.871146e+00,3.774606e+00,1.193546e+01,1.473669e+00,8.270096e+01,1.623819e+01,7.069860e+00,9.784724e-01,1.642513e+01,7.477381e+00,1.125153e+00,8.077620e-01,2.148340e+00,1.161740e+01,5.047926e-01,9.765628e+00,1.316420e+00,1.019041e+01,6.972334e+00,4.424954e+00,
1.149755e+01,4.374559e+00,1.017577e+01,1.615432e+00,7.081773e+01,1.685227e+01,7.841832e+00,1.098454e+00,2.236773e+01,9.765711e+00,1.271783e+00,1.333495e+00,2.351094e+00,1.316157e+01,6.338100e-01,1.043770e+01,1.570781e+00,1.049625e+01,8.729795e+00,4.943282e+00,
1.417397e+01,4.802847e+00,8.593056e+00,1.946893e+00,5.851645e+01,1.620775e+01,8.824199e+00,1.282967e+00,2.711298e+01,1.204742e+01,1.765911e+00,2.148816e+00,3.055849e+00,1.460219e+01,7.794361e-01,1.157634e+01,1.929261e+00,1.165468e+01,1.023552e+01,5.600211e+00,
1.667812e+01,5.000570e+00,7.256005e+00,2.557902e+00,4.759216e+01,1.504541e+01,9.970777e+00,1.429354e+00,2.988035e+01,1.392748e+01,2.359290e+00,3.361278e+00,4.593672e+00,1.629024e+01,9.207262e-01,1.431358e+01,2.445888e+00,1.570427e+01,1.177828e+01,6.617276e+00,
1.872620e+01,5.052493e+00,6.124413e+00,3.448537e+00,3.841335e+01,1.378505e+01,1.079439e+01,1.543506e+00,3.098713e+01,1.518963e+01,2.711554e+00,5.109805e+00,6.830657e+00,1.862015e+01,1.111044e+00,1.903727e+01,3.221849e+00,2.188960e+01,1.346537e+01,7.920812e+00,
2.016035e+01,5.086178e+00,5.162526e+00,4.645038e+00,3.102861e+01,1.279891e+01,1.122499e+01,1.675228e+00,3.143939e+01,1.582218e+01,2.908278e+00,7.522845e+00,9.220738e+00,2.185614e+01,1.357359e+00,2.477126e+01,4.345822e+00,2.589503e+01,1.640971e+01,9.345757e+00,
2.112073e+01,5.153348e+00,4.355778e+00,6.395065e+00,2.530002e+01,1.230215e+01,1.159543e+01,1.844641e+00,3.227126e+01,1.602253e+01,3.098591e+00,1.059392e+01,1.138704e+01,2.543449e+01,1.624514e+00,3.001101e+01,5.703910e+00,2.643068e+01,2.118809e+01,1.099589e+01,
2.168120e+01,5.300046e+00,3.719826e+00,8.780924e+00,2.096908e+01,1.202524e+01,1.206329e+01,2.024759e+00,3.381820e+01,1.613480e+01,3.309968e+00,1.409530e+01,1.334776e+01,2.835761e+01,1.915444e+00,3.374459e+01,6.983282e+00,2.481812e+01,2.637853e+01,1.293085e+01,
2.190535e+01,5.533452e+00,3.247117e+00,1.165392e+01,1.781801e+01,1.164686e+01,1.256701e+01,2.223795e+00,3.576719e+01,1.652735e+01,3.528741e+00,1.766857e+01,1.534300e+01,3.046464e+01,2.300866e+00,3.620668e+01,7.943784e+00,2.232549e+01,3.080963e+01,1.534004e+01,
2.185234e+01,5.900054e+00,2.884638e+00,1.488612e+01,1.557687e+01,1.112379e+01,1.303576e+01,2.462456e+00,3.780350e+01,1.748190e+01,3.769873e+00,2.099867e+01,1.755050e+01,3.243145e+01,2.840984e+00,3.853445e+01,8.532910e+00,1.961917e+01,3.386876e+01,1.849134e+01,
2.163309e+01,6.509425e+00,2.607517e+00,1.833679e+01,1.386837e+01,1.051415e+01,1.336071e+01,2.761349e+00,3.996013e+01,1.913111e+01,4.043089e+00,2.391212e+01,2.005488e+01,3.526661e+01,3.571675e+00,4.147041e+01,8.829086e+00,1.704582e+01,3.543459e+01,2.255028e+01,
2.142683e+01,7.442603e+00,2.373842e+00,2.180818e+01,1.254264e+01,9.920836e+00,1.357076e+01,3.128840e+00,4.249289e+01,2.145856e+01,4.356676e+00,2.636283e+01,2.297060e+01,3.928891e+01,4.505663e+00,4.484460e+01,8.936486e+00,1.474370e+01,3.588857e+01,2.728762e+01,
2.141710e+01,8.663044e+00,2.165029e+00,2.512236e+01,1.145494e+01,9.443905e+00,1.390869e+01,3.566923e+00,4.551012e+01,2.434908e+01,4.716199e+00,2.837135e+01,2.665548e+01,4.331800e+01,5.611552e+00,4.788929e+01,8.945481e+00,1.274171e+01,3.563490e+01,3.212634e+01,
2.172219e+01,9.993870e+00,1.967365e+00,2.814008e+01,1.049257e+01,9.094352e+00,1.459680e+01,4.078945e+00,4.884859e+01,2.762541e+01,5.137332e+00,2.999230e+01,3.149864e+01,4.571028e+01,6.860738e+00,4.997800e+01,8.917694e+00,1.102531e+01,3.503911e+01,3.657827e+01,
2.229557e+01,1.119398e+01,1.770373e+00,3.079665e+01,9.599772e+00,8.827318e+00,1.567942e+01,4.670102e+00,5.228742e+01,3.106009e+01,5.637319e+00,3.130694e+01,3.730819e+01,4.588454e+01,8.244388e+00,5.097401e+01,8.882540e+00,9.558882e+00,3.429535e+01,4.041479e+01,
2.289429e+01,1.208978e+01,1.573839e+00,3.311788e+01,8.734977e+00,8.608134e+00,1.699397e+01,5.350664e+00,5.572960e+01,3.440316e+01,6.198194e+00,3.241601e+01,4.312708e+01,4.429446e+01,9.748577e+00,5.115281e+01,8.842262e+00,8.307391e+00,3.340405e+01,4.356369e+01,
2.322069e+01,1.263926e+01,1.385091e+00,3.518219e+01,7.873210e+00,8.436585e+00,1.827705e+01,6.137042e+00,5.921635e+01,3.744321e+01,6.764432e+00,3.343262e+01,4.793592e+01,4.165810e+01,1.133976e+01,5.096359e+01,8.786934e+00,7.244309e+00,3.235022e+01,4.601450e+01,
2.309064e+01,1.290113e+01,1.212397e+00,3.706281e+01,7.014895e+00,8.337767e+00,1.932486e+01,7.050337e+00,6.284890e+01,4.007557e+01,7.284199e+00,3.447041e+01,5.130097e+01,3.854850e+01,1.296993e+01,5.080111e+01,8.709769e+00,6.349396e+00,3.119088e+01,4.777437e+01,
2.248581e+01,1.296768e+01,1.060297e+00,3.878472e+01,6.179852e+00,8.352292e+00,2.005684e+01,8.111022e+00,6.660915e+01,4.232180e+01,7.739813e+00,3.562681e+01,5.335031e+01,3.532526e+01,1.456657e+01,5.088504e+01,8.613020e+00,5.604646e+00,3.003067e+01,4.885998e+01,
2.149910e+01,1.292355e+01,9.297954e-01,4.032994e+01,5.392131e+00,8.516076e+00,2.047839e+01,9.332754e+00,7.015167e+01,4.426830e+01,8.140591e+00,3.697157e+01,5.443121e+01,3.219509e+01,1.601804e+01,5.122008e+01,8.513214e+00,4.992312e+00,2.896141e+01,4.931768e+01,
2.025887e+01,1.283013e+01,8.187615e-01,4.169004e+01,4.671106e+00,8.830301e+00,2.063751e+01,1.071730e+01,7.291729e+01,4.597273e+01,8.499698e+00,3.853595e+01,5.487710e+01,2.926179e+01,1.718591e+01,5.163002e+01,8.442794e+00,4.494831e+00,2.803642e+01,4.922351e+01,
1.888342e+01,1.272463e+01,7.241872e-01,4.289330e+01,4.028285e+00,9.243191e+00,2.059766e+01,1.225543e+01,7.446114e+01,4.741164e+01,8.820508e+00,4.031027e+01,5.492731e+01,2.657433e+01,1.795707e+01,5.186657e+01,8.448936e+00,4.095122e+00,2.727315e+01,4.865671e+01,
1.746377e+01,1.262572e+01,6.430136e-01,4.403809e+01,3.466633e+00,9.666714e+00,2.043122e+01,1.393253e+01,7.470914e+01,4.849397e+01,9.098845e+00,4.224314e+01,5.472211e+01,2.414596e+01,1.828991e+01,5.173957e+01,8.588638e+00,3.775422e+00,2.666056e+01,4.769167e+01,
1.606561e+01,1.254081e+01,5.727023e-01,4.525925e+01,2.983059e+00,1.002546e+01,2.020875e+01,1.573553e+01,7.387565e+01,4.912859e+01,9.330311e+00,4.425213e+01,5.431450e+01,2.197419e+01,1.821890e+01,5.121376e+01,8.915010e+00,3.517120e+00,2.616910e+01,4.640455e+01,
1.472848e+01,1.247238e+01,5.114152e-01,4.667566e+01,2.571189e+00,1.028687e+01,1.998836e+01,1.766584e+01,7.224018e+01,4.928055e+01,9.516793e+00,4.624616e+01,5.370515e+01,2.004367e+01,1.782403e+01,5.039016e+01,9.462582e+00,3.300568e+00,2.575945e+01,4.487606e+01,
1.347666e+01,1.242420e+01,4.578243e-01,4.835199e+01,2.222664e+00,1.045833e+01,1.981445e+01,1.975842e+01,7.002517e+01,4.898772e+01,9.666933e+00,4.815042e+01,5.286996e+01,1.833414e+01,1.719720e+01,4.943764e+01,1.025721e+01,3.107213e+00,2.538868e+01,4.318806e+01,
1.232163e+01,1.240778e+01,4.108463e-01,5.027975e+01,1.928911e+00,1.056103e+01,1.971313e+01,2.210768e+01,6.737158e+01,4.834327e+01,9.792649e+00,4.992276e+01,5.179171e+01,1.682052e+01,1.641908e+01,4.852831e+01,1.137650e+01,2.921928e+00,2.501804e+01,4.141074e+01,
1.126597e+01,1.244343e+01,3.697700e-01,5.240743e+01,1.681650e+00,1.061006e+01,1.969616e+01,2.488578e+01,6.437546e+01,4.747142e+01,9.904933e+00,5.156699e+01,5.046930e+01,1.547756e+01,1.555481e+01,4.778721e+01,1.304295e+01,2.735410e+00,2.461234e+01,3.960740e+01,
1.030776e+01,1.256272e+01,3.339370e-01,5.468276e+01,1.473626e+00,1.060875e+01,1.976064e+01,2.832320e+01,6.112386e+01,4.649773e+01,1.001023e+01,5.311880e+01,4.893822e+01,1.428096e+01,1.465099e+01,4.727991e+01,1.566171e+01,2.544598e+00,2.414757e+01,3.782010e+01,
9.441074e+00,1.280452e+01,3.028553e-01,5.706749e+01,1.298523e+00,1.055480e+01,1.989117e+01,3.259099e+01,5.771293e+01,4.553111e+01,1.010890e+01,5.463791e+01,4.724302e+01,1.320818e+01,1.374128e+01,4.701213e+01,1.964228e+01,2.350955e+00,2.360682e+01,3.607785e+01,
8.658846e+00,1.321069e+01,2.758709e-01,5.954781e+01,1.150696e+00,1.044494e+01,2.006436e+01,3.760847e+01,5.423617e+01,4.466534e+01,1.019467e+01,5.618147e+01,4.543726e+01,1.223798e+01,1.284861e+01,4.694139e+01,2.505308e+01,2.158552e+00,2.298615e+01,3.440017e+01,
7.953567e+00,1.381547e+01,2.525945e-01,6.213147e+01,1.025705e+00,1.027982e+01,2.026217e+01,4.296027e+01,5.078019e+01,4.398600e+01,1.025658e+01,5.779083e+01,4.357372e+01,1.135311e+01,1.198788e+01,4.701994e+01,3.156243e+01,1.971802e+00,2.228485e+01,3.280117e+01,
7.317314e+00,1.463242e+01,2.325675e-01,6.483717e+01,9.197137e-01,1.006426e+01,2.047598e+01,4.805468e+01,4.741061e+01,4.359279e+01,1.028109e+01,5.947883e+01,4.168507e+01,1.053989e+01,1.116884e+01,4.723378e+01,3.879137e+01,1.794506e+00,2.151029e+01,3.129410e+01,
6.742530e+00,1.563867e+01,2.152377e-01,6.769870e+01,8.295003e-01,9.806211e+00,2.070853e+01,5.240105e+01,4.417760e+01,4.364089e+01,1.025598e+01,6.122621e+01,3.980553e+01,9.787029e+00,1.039609e+01,4.762965e+01,4.642523e+01,1.629246e+00,2.067735e+01,2.988673e+01,
6.222315e+00,1.676998e+01,2.003589e-01,7.076974e+01,7.525346e-01,9.513636e+00,2.097878e+01,5.573331e+01,4.111514e+01,4.439159e+01,1.017187e+01,6.299043e+01,3.794814e+01,9.086658e+00,9.672485e+00,4.832883e+01,5.391054e+01,1.477514e+00,1.980091e+01,2.858907e+01,
5.750680e+00,1.792826e+01,1.874646e-01,7.410955e+01,6.866357e-01,9.194399e+00,2.131752e+01,5.800529e+01,3.823989e+01,4.624632e+01,1.002498e+01,6.471140e+01,3.612503e+01,8.433762e+00,8.997873e+00,4.948401e+01,6.036968e+01,1.339728e+00,1.890307e+01,2.741010e+01,
5.321807e+00,1.900754e+01,1.764377e-01,7.780357e+01,6.299926e-01,8.856142e+00,2.176785e+01,5.929343e+01,3.556160e+01,4.970442e+01,9.817319e+00,6.632324e+01,3.434118e+01,7.824407e+00,8.370308e+00,5.120823e+01,6.502537e+01,1.215646e+00,1.800312e+01,2.635457e+01,
4.931024e+00,1.991991e+01,1.668972e-01,8.197381e+01,5.812411e-01,8.505322e+00,2.238570e+01,5.973446e+01,3.307840e+01,5.519231e+01,9.554282e+00,6.776863e+01,3.259982e+01,7.256182e+00,7.787572e+00,5.348837e+01,6.762546e+01,1.104493e+00,1.712085e+01,2.543111e+01,
4.574276e+00,2.061261e+01,1.587059e-01,8.679489e+01,5.390853e-01,8.147507e+00,2.322352e+01,5.948906e+01,3.078589e+01,6.277589e+01,9.244559e+00,6.899706e+01,3.090537e+01,6.727099e+00,7.246991e+00,5.612281e+01,6.841853e+01,1.005336e+00,1.627085e+01,2.464424e+01,
4.247833e+00,2.107206e+01,1.517065e-01,9.246756e+01,5.026165e-01,7.787359e+00,2.431015e+01,5.871727e+01,2.867604e+01,7.200314e+01,8.898189e+00,6.997866e+01,2.926069e+01,6.235756e+00,6.745681e+00,5.876063e+01,6.787673e+01,9.171436e-01,1.546518e+01,2.400281e+01,
3.948714e+00,2.132104e+01,1.456187e-01,9.911716e+01,4.708886e-01,7.429551e+00,2.561207e+01,5.757788e+01,2.673586e+01,8.215070e+01,8.526168e+00,7.069762e+01,2.767200e+01,5.780431e+00,6.280621e+00,6.103978e+01,6.645863e+01,8.387639e-01,1.470914e+01,2.352031e+01,
3.674357e+00,2.140706e+01,1.403952e-01,1.066216e+02,4.432717e-01,7.076600e+00,2.702034e+01,5.622830e+01,2.495617e+01,9.279216e+01,8.137564e+00,7.115397e+01,2.614149e+01,5.359551e+00,5.849275e+00,6.270639e+01,6.453058e+01,7.691789e-01,1.400375e+01,2.322462e+01,
3.422710e+00,2.139925e+01,1.359176e-01,1.144865e+02,4.191886e-01,6.730996e+00,2.837223e+01,5.482734e+01,2.332244e+01,1.042587e+02,7.741145e+00,7.136075e+01,2.467428e+01,4.971564e+00,5.449363e+00,6.366557e+01,6.234772e+01,7.073690e-01,1.334755e+01,2.315836e+01,
3.191599e+00,2.138603e+01,1.320263e-01,1.219689e+02,3.980816e-01,6.394701e+00,2.950703e+01,5.354428e+01,2.182379e+01,1.175725e+02,7.344071e+00,7.134161e+01,2.327194e+01,4.614561e+00,5.078524e+00,6.397037e+01,6.008702e+01,6.524619e-01,1.273464e+01,2.337984e+01,
2.979297e+00,2.147199e+01,1.287196e-01,1.284061e+02,3.795506e-01,6.068953e+00,3.031802e+01,5.255757e+01,2.044818e+01,1.335687e+02,6.952009e+00,7.113444e+01,2.193626e+01,4.286586e+00,4.734953e+00,6.375712e+01,5.784455e+01,6.036363e-01,1.215884e+01,2.395244e+01,
2.784556e+00,2.178584e+01,1.258671e-01,1.334141e+02,3.633086e-01,5.754736e+00,3.076805e+01,5.203841e+01,1.918325e+01,1.516718e+02,6.569426e+00,7.078268e+01,2.066973e+01,3.985773e+00,4.416631e+00,6.319687e+01,5.567421e+01,5.601912e-01,1.161320e+01,2.491956e+01,
2.605645e+00,2.247466e+01,1.234586e-01,1.369412e+02,3.490469e-01,5.452686e+00,3.088076e+01,5.211500e+01,1.801981e+01,1.696931e+02,6.199437e+00,7.034737e+01,1.947153e+01,3.710098e+00,4.121884e+00,6.246764e+01,5.359466e+01,5.214931e-01,1.109253e+01,2.627068e+01,
2.441636e+00,2.368017e+01,1.213597e-01,1.391519e+02,3.365307e-01,5.163431e+00,3.070780e+01,5.283429e+01,1.694707e+01,1.851886e+02,5.844254e+00,6.990704e+01,1.834084e+01,3.457730e+00,3.849291e+00,6.174037e+01,5.160534e+01,4.869837e-01,1.059173e+01,2.792182e+01,
2.291240e+00,2.549761e+01,1.195939e-01,1.402911e+02,3.255676e-01,4.887431e+00,3.031344e+01,5.412256e+01,1.595571e+01,1.968315e+02,5.505452e+00,6.956857e+01,1.727596e+01,3.226892e+00,3.597059e+00,6.115231e+01,4.968417e+01,4.561807e-01,1.010851e+01,2.973102e+01,
2.153470e+00,2.790957e+01,1.180712e-01,1.405930e+02,3.159098e-01,4.624689e+00,2.975427e+01,5.581615e+01,1.503884e+01,2.045841e+02,5.183723e+00,6.947330e+01,1.627659e+01,3.015799e+00,3.363839e+00,6.080900e+01,4.781625e+01,4.286830e-01,9.641333e+00,3.155848e+01,
2.027097e+00,3.075541e+01,1.167803e-01,1.402572e+02,3.073098e-01,4.375110e+00,2.907545e+01,5.774310e+01,1.418822e+01,2.090690e+02,4.879576e+00,6.981132e+01,1.533969e+01,2.822801e+00,3.148226e+00,6.076548e+01,4.598384e+01,4.040582e-01,9.189530e+00,3.332594e+01,
1.911530e+00,3.377517e+01,1.157063e-01,1.394394e+02,2.997442e-01,4.138734e+00,2.831259e+01,5.982140e+01,1.339825e+01,2.110036e+02,4.592931e+00,7.082845e+01,1.446152e+01,2.646410e+00,2.949007e+00,6.101057e+01,4.417292e+01,3.819911e-01,8.753684e+00,3.505320e+01,
1.805617e+00,3.670127e+01,1.148415e-01,1.383253e+02,2.930883e-01,3.915465e+00,2.749050e+01,6.209608e+01,1.266324e+01,2.109871e+02,4.323484e+00,7.283083e+01,1.364145e+01,2.485139e+00,2.764943e+00,6.146544e+01,4.237953e+01,3.622349e-01,8.333953e+00,3.685612e+01,
1.708819e+00,3.935633e+01,1.141159e-01,1.371680e+02,2.872031e-01,3.704782e+00,2.662698e+01,6.470240e+01,1.197860e+01,2.094763e+02,4.070582e+00,7.618753e+01,1.287431e+01,2.337641e+00,2.595017e+00,6.200637e+01,4.060732e+01,3.445018e-01,7.931362e+00,3.891673e+01,
1.620313e+00,4.166631e+01,1.135279e-01,1.363047e+02,2.820227e-01,3.506247e+00,2.573757e+01,6.779184e+01,1.133974e+01,2.068607e+02,3.833611e+00,8.133012e+01,1.215924e+01,2.202831e+00,2.438045e+00,6.248266e+01,3.886297e+01,3.286072e-01,7.546451e+00,4.142928e+01,
1.539389e+00,4.365124e+01,1.130782e-01,1.361427e+02,2.774012e-01,3.319511e+00,2.483058e+01,7.142440e+01,1.074276e+01,2.034668e+02,3.611828e+00,8.872138e+01,1.149197e+01,2.079505e+00,2.293146e+00,6.277605e+01,3.715257e+01,3.143356e-01,7.179897e+00,4.451133e+01,
1.465472e+00,4.537628e+01,1.127572e-01,1.370910e+02,2.733450e-01,3.144203e+00,2.391724e+01,7.550204e+01,1.018469e+01,1.996016e+02,3.404514e+00,9.877445e+01,1.086970e+01,1.966722e+00,2.159278e+00,6.279723e+01,3.548388e+01,3.015098e-01,6.831981e+00,4.809716e+01,
1.397970e+00,4.692189e+01,1.125406e-01,1.394230e+02,2.697340e-01,2.979791e+00,2.300460e+01,7.977920e+01,9.662500e+00,1.955200e+02,3.210723e+00,1.116775e+02,1.029009e+01,1.863540e+00,2.035723e+00,6.251080e+01,3.386637e+01,2.900052e-01,6.502111e+00,5.189783e+01,
1.336229e+00,4.836884e+01,1.124034e-01,1.431705e+02,2.666133e-01,2.825668e+00,2.209889e+01,8.394109e+01,9.173554e+00,1.914471e+02,3.029801e+00,1.271725e+02,9.749726e+00,1.769114e+00,1.921528e+00,6.192293e+01,3.230330e+01,2.797123e-01,6.190629e+00,5.549391e+01,
1.279952e+00,4.977390e+01,1.123351e-01,1.480631e+02,2.638958e-01,2.681355e+00,2.120485e+01,8.772031e+01,8.715578e+00,1.875490e+02,2.860865e+00,1.444231e+02,9.246325e+00,1.682734e+00,1.816066e+00,6.106453e+01,3.080110e+01,2.704634e-01,5.897264e+00,5.850990e+01,
1.228617e+00,5.118090e+01,1.123084e-01,1.535827e+02,2.615337e-01,2.546183e+00,2.032836e+01,9.097398e+01,8.286205e+00,1.839162e+02,2.703143e+00,1.621350e+02,8.777515e+00,1.603623e+00,1.718619e+00,5.998279e+01,2.936117e+01,2.621429e-01,5.621112e+00,6.073612e+01,
1.181806e+00,5.260339e+01,1.123247e-01,1.591792e+02,2.594590e-01,2.419692e+00,1.947203e+01,9.366825e+01,7.883739e+00,1.805927e+02,2.555940e+00,1.788970e+02,8.340414e+00,1.531199e+00,1.628584e+00,5.872502e+01,2.798512e+01,2.546975e-01,5.362063e+00,6.214081e+01,
1.139102e+00,5.404588e+01,1.123701e-01,1.644538e+02,2.576060e-01,2.301413e+00,1.864005e+01,9.586902e+01,7.506288e+00,1.775651e+02,2.418561e+00,1.935551e+02,7.932454e+00,1.464869e+00,1.545330e+00,5.733505e+01,2.667188e+01,2.480379e-01,5.119008e+00,6.281450e+01,
1.100215e+00,5.550278e+01,1.124447e-01,1.692426e+02,2.559645e-01,2.190840e+00,1.783408e+01,9.768580e+01,7.152299e+00,1.747758e+02,2.290280e+00,2.054299e+02,7.552483e+00,1.404093e+00,1.468392e+00,5.585628e+01,2.542132e+01,2.420883e-01,4.891447e+00,6.289705e+01,
1.064805e+00,5.695270e+01,1.125746e-01,1.735628e+02,2.545454e-01,2.087571e+00,1.705570e+01,9.923849e+01,6.820293e+00,1.721276e+02,2.170445e+00,2.143250e+02,7.197475e+00,1.348495e+00,1.397256e+00,5.431699e+01,2.423184e+01,2.368028e-01,4.678438e+00,6.252972e+01,
1.032618e+00,5.838570e+01,1.127350e-01,1.775041e+02,2.532353e-01,1.991043e+00,1.630719e+01,1.006490e+02,6.508857e+00,1.695190e+02,2.058471e+00,2.204121e+02,6.866195e+00,1.297639e+00,1.331498e+00,5.274893e+01,2.310138e+01,2.320852e-01,4.479212e+00,6.183033e+01,
1.003328e+00,5.978561e+01,1.129019e-01,1.811002e+02,2.521484e-01,1.900804e+00,1.558843e+01,1.020210e+02,6.216603e+00,1.668527e+02,1.953816e+00,2.240685e+02,6.556544e+00,1.251202e+00,1.270666e+00,5.116986e+01,2.202851e+01,2.278894e-01,4.292991e+00,6.089124e+01,
9.767183e-01,6.116421e+01,1.131404e-01,1.843038e+02,2.512304e-01,1.816399e+00,1.489940e+01,1.034209e+02,5.942418e+00,1.640607e+02,1.856049e+00,2.257662e+02,6.267385e+00,1.208766e+00,1.214425e+00,4.959617e+01,2.101117e+01,2.241973e-01,4.119045e+00,5.978136e+01,
9.526432e-01,6.251593e+01,1.133904e-01,1.870086e+02,2.504361e-01,1.737428e+00,1.424046e+01,1.048835e+02,5.685252e+00,1.610970e+02,1.764649e+00,2.259795e+02,5.997056e+00,1.170054e+00,1.162366e+00,4.804519e+01,2.004636e+01,2.209099e-01,3.956745e+00,5.854781e+01,
9.308767e-01,6.386818e+01,1.136305e-01,1.891060e+02,2.498176e-01,1.663603e+00,1.361098e+01,1.063985e+02,5.443982e+00,1.579413e+02,1.679189e+00,2.251553e+02,5.744060e+00,1.134673e+00,1.114258e+00,4.652657e+01,1.913199e+01,2.180849e-01,3.805291e+00,5.722702e+01,
9.112126e-01,6.524482e+01,1.138726e-01,1.905583e+02,2.492573e-01,1.594493e+00,1.301030e+01,1.079056e+02,5.217529e+00,1.546080e+02,1.599192e+00,2.236905e+02,5.507151e+00,1.102457e+00,1.069756e+00,4.504271e+01,1.826560e+01,2.155976e-01,3.663744e+00,5.584693e+01,
8.934839e-01,6.668092e+01,1.141035e-01,1.913946e+02,2.487846e-01,1.529827e+00,1.243802e+01,1.093202e+02,5.005171e+00,1.511290e+02,1.524330e+00,2.219107e+02,5.285419e+00,1.073209e+00,1.028608e+00,4.360362e+01,1.744523e+01,2.134720e-01,3.531773e+00,5.442705e+01,
8.775915e-01,6.822403e+01,1.143482e-01,1.917165e+02,2.483931e-01,1.469363e+00,1.189337e+01,1.105460e+02,4.805834e+00,1.475352e+02,1.454214e+00,2.200870e+02,5.077581e+00,1.046657e+00,9.905837e-01,4.221298e+01,1.666757e+01,2.116032e-01,3.408561e+00,5.298355e+01,
