Link 296430 ,Link 315945 ,Link 278924 ,Link 320227 ,Link 273098 ,Link 313062 ,Link 322476 ,Link 322481 ,Link 302025 ,Link 296664 ,Link 312191 ,Link 290617 ,Link 303810 ,Link 305388 ,Link 326294 ,Link 318438 ,Link 302269 ,Link 306265 ,Link 302739 ,Link 308554 ,
8.094627e-02,4.251462e-02,1.783051e-01,6.742130e-02,2.037109e-01,1.232418e-01,8.763102e-02,6.238165e-02,8.928527e-02,3.760373e-01,6.259328e-02,2.285133e-02,6.172506e-02,1.032230e-01,3.196973e-02,1.362032e-01,5.775127e-02,5.789196e-02,2.323174e-01,8.891190e-02,
1.030013e-01,5.671418e-02,1.844164e-01,7.401793e-02,2.279368e-01,1.501447e-01,9.548381e-02,6.546723e-02,9.803960e-02,4.382235e-01,6.342300e-02,2.567927e-02,6.032074e-02,1.180035e-01,3.541000e-02,1.514242e-01,5.830390e-02,6.405582e-02,2.591293e-01,1.042999e-01,
1.306940e-01,7.333874e-02,1.841027e-01,8.126030e-02,2.538028e-01,1.785031e-01,1.032920e-01,6.779219e-02,1.077962e-01,4.730508e-01,6.450972e-02,2.911171e-02,5.789196e-02,1.356939e-01,3.858247e-02,1.644546e-01,5.920987e-02,7.214076e-02,2.869935e-01,1.189421e-01,
1.637156e-01,9.102010e-02,1.787145e-01,8.883048e-02,2.805365e-01,2.057446e-01,1.103072e-01,6.936515e-02,1.192072e-01,4.879121e-01,6.614711e-02,3.332044e-02,5.544689e-02,1.556868e-01,4.160921e-02,1.751352e-01,6.092833e-02,8.262567e-02,3.152246e-01,1.322280e-01,
2.016649e-01,1.082089e-01,1.701284e-01,9.661684e-02,3.064719e-01,2.291727e-01,1.163551e-01,7.045934e-02,1.329829e-01,4.917894e-01,6.838340e-02,3.849127e-02,5.373257e-02,1.766419e-01,4.469217e-02,1.839146e-01,6.377894e-02,9.490377e-02,3.430592e-01,1.438256e-01,
2.445775e-01,1.236859e-01,1.600884e-01,1.047981e-01,3.293948e-01,2.468403e-01,1.218592e-01,7.129492e-02,1.499454e-01,4.919131e-01,7.103502e-02,4.482630e-02,5.342879e-02,1.972060e-01,4.802253e-02,1.918035e-01,6.797792e-02,1.073209e-01,3.702632e-01,1.539102e-01,
2.930548e-01,1.368001e-01,1.497448e-01,1.137526e-01,3.473231e-01,2.578375e-01,1.274909e-01,7.203287e-02,1.708248e-01,4.928493e-01,7.380422e-02,5.252203e-02,5.518081e-02,2.163472e-01,5.173765e-02,2.001400e-01,7.360469e-02,1.177930e-01,3.966110e-01,1.629208e-01,
3.473588e-01,1.472864e-01,1.399428e-01,1.237855e-01,3.595153e-01,2.624086e-01,1.338095e-01,7.283722e-02,1.960799e-01,4.968511e-01,7.638870e-02,6.176983e-02,6.003479e-02,2.338666e-01,5.590266e-02,2.100939e-01,8.047271e-02,1.250715e-01,4.222080e-01,1.716720e-01,
4.062187e-01,1.552581e-01,1.310844e-01,1.352346e-01,3.662405e-01,2.614474e-01,1.406969e-01,7.377606e-02,2.256265e-01,5.044103e-01,7.854798e-02,7.275753e-02,6.934794e-02,2.497873e-01,6.048260e-02,2.225493e-01,8.818291e-02,1.288017e-01,4.468692e-01,1.808764e-01,
4.661536e-01,1.610361e-01,1.234324e-01,1.482979e-01,3.682973e-01,2.562667e-01,1.478697e-01,7.487933e-02,2.585434e-01,5.149972e-01,8.020309e-02,8.567781e-02,8.467026e-02,2.643346e-01,6.537604e-02,2.380328e-01,9.623002e-02,1.293461e-01,4.706416e-01,1.910142e-01,
5.221347e-01,1.650840e-01,1.169752e-01,1.630969e-01,3.666648e-01,2.482362e-01,1.544144e-01,7.621852e-02,2.931879e-01,5.275244e-01,8.137111e-02,1.007380e-01,1.068970e-01,2.777002e-01,7.048208e-02,2.567506e-01,1.040404e-01,1.274960e-01,4.932222e-01,2.022763e-01,
5.696817e-01,1.678945e-01,1.116339e-01,1.797780e-01,3.621375e-01,2.385550e-01,1.599509e-01,7.778567e-02,3.274086e-01,5.407323e-01,8.213092e-02,1.181700e-01,1.355128e-01,2.897853e-01,7.564614e-02,2.786566e-01,1.112350e-01,1.241014e-01,5.145673e-01,2.146555e-01,
6.061587e-01,1.699382e-01,1.072537e-01,1.983106e-01,3.553001e-01,2.282555e-01,1.642596e-01,7.959335e-02,3.591920e-01,5.534803e-01,8.266401e-02,1.382414e-01,1.681058e-01,3.005508e-01,8.078592e-02,3.034355e-01,1.177548e-01,1.199625e-01,5.348581e-01,2.277150e-01,
6.313217e-01,1.716536e-01,1.036361e-01,2.186726e-01,3.466428e-01,2.180455e-01,1.673170e-01,8.174793e-02,3.869332e-01,5.649778e-01,8.306762e-02,1.612624e-01,2.014564e-01,3.098633e-01,8.589814e-02,3.305323e-01,1.237022e-01,1.157148e-01,5.543759e-01,2.411641e-01,
6.468972e-01,1.733166e-01,1.005542e-01,2.407777e-01,3.365569e-01,2.084821e-01,1.694013e-01,8.437209e-02,4.096800e-01,5.747975e-01,8.342371e-02,1.875514e-01,2.326818e-01,3.177870e-01,9.104762e-02,3.589841e-01,1.294504e-01,1.118857e-01,5.735778e-01,2.547496e-01,
6.555635e-01,1.751459e-01,9.788806e-02,2.644114e-01,3.254041e-01,1.999503e-01,1.708195e-01,8.762684e-02,4.272489e-01,5.828081e-01,8.382336e-02,2.174184e-01,2.600909e-01,3.245805e-01,9.636475e-02,3.875777e-01,1.354371e-01,1.088736e-01,5.923971e-01,2.682149e-01,
6.597634e-01,1.772316e-01,9.542286e-02,2.894634e-01,3.135897e-01,1.926243e-01,1.719798e-01,9.158310e-02,4.399671e-01,5.892612e-01,8.432732e-02,2.510962e-01,2.832478e-01,3.307202e-01,1.020668e-01,4.150362e-01,1.422020e-01,1.070339e-01,6.105995e-01,2.815613e-01,
6.615242e-01,1.795389e-01,9.307662e-02,3.156646e-01,3.014756e-01,1.865910e-01,1.732088e-01,9.640909e-02,4.485793e-01,5.945442e-01,8.496633e-02,2.886190e-01,3.026116e-01,3.366883e-01,1.084561e-01,4.404100e-01,1.502811e-01,1.066993e-01,6.278173e-01,2.949824e-01,
6.620881e-01,1.820755e-01,9.083988e-02,3.428734e-01,2.894497e-01,1.819454e-01,1.747690e-01,1.022014e-01,4.540958e-01,5.992880e-01,8.572080e-02,3.298246e-01,3.190883e-01,3.430832e-01,1.158604e-01,4.631337e-01,1.600718e-01,1.080819e-01,6.434389e-01,3.088400e-01,
6.621870e-01,1.847971e-01,8.870218e-02,3.708746e-01,2.777382e-01,1.786446e-01,1.768913e-01,1.088623e-01,4.575226e-01,6.041837e-01,8.660758e-02,3.743258e-01,3.337176e-01,3.502411e-01,1.246563e-01,4.832057e-01,1.718174e-01,1.114353e-01,6.572348e-01,3.236821e-01,
6.618589e-01,1.876498e-01,8.668888e-02,3.994920e-01,2.665785e-01,1.767454e-01,1.796962e-01,1.165749e-01,4.598302e-01,6.099022e-01,8.764093e-02,4.215266e-01,3.474925e-01,3.584137e-01,1.351997e-01,5.010726e-01,1.854084e-01,1.168636e-01,6.691911e-01,3.402700e-01,
6.610072e-01,1.906686e-01,8.469874e-02,4.286090e-01,2.560925e-01,1.762868e-01,1.832972e-01,1.251082e-01,4.619493e-01,6.171688e-01,8.881126e-02,4.706575e-01,3.612200e-01,3.676509e-01,1.477648e-01,5.175456e-01,2.004355e-01,1.242814e-01,6.797970e-01,3.594859e-01,
6.594803e-01,1.939576e-01,8.280500e-02,4.580487e-01,2.463321e-01,1.772738e-01,1.877293e-01,1.343763e-01,4.646247e-01,6.266494e-01,9.012164e-02,5.208549e-01,3.754630e-01,3.777835e-01,1.624840e-01,5.337649e-01,2.163135e-01,1.334029e-01,6.897850e-01,3.822845e-01,
6.570422e-01,1.976564e-01,8.106074e-02,4.877899e-01,2.374617e-01,1.798638e-01,1.929553e-01,1.442559e-01,4.684726e-01,6.389531e-01,9.160578e-02,5.713004e-01,3.906081e-01,3.884753e-01,1.793556e-01,5.509728e-01,2.323659e-01,1.437267e-01,6.999664e-01,4.096661e-01,
6.537513e-01,2.019856e-01,7.948103e-02,5.177134e-01,2.294926e-01,1.841725e-01,1.988720e-01,1.545825e-01,4.738663e-01,6.545752e-01,9.330628e-02,6.212611e-01,4.067365e-01,3.993839e-01,1.982387e-01,5.704841e-01,2.479093e-01,1.545468e-01,7.114582e-01,4.425384e-01,
6.497899e-01,2.072062e-01,7.801253e-02,5.479366e-01,2.223443e-01,1.904032e-01,2.053455e-01,1.652102e-01,4.810421e-01,6.739210e-01,9.516650e-02,6.701648e-01,4.239745e-01,4.101559e-01,2.188521e-01,5.935957e-01,2.624753e-01,1.651100e-01,7.251278e-01,4.813235e-01,
6.453952e-01,2.135384e-01,7.672695e-02,5.783796e-01,2.160432e-01,1.987439e-01,2.121254e-01,1.759639e-01,4.898976e-01,6.972138e-01,9.726773e-02,7.176185e-01,4.422536e-01,4.206474e-01,2.410195e-01,6.213331e-01,2.756841e-01,1.747023e-01,7.418613e-01,5.258607e-01,
6.410639e-01,2.212616e-01,7.561734e-02,6.092628e-01,2.105075e-01,2.093472e-01,2.190821e-01,1.868488e-01,5.002238e-01,7.246732e-01,9.969971e-02,7.634217e-01,4.614512e-01,4.308430e-01,2.645628e-01,6.540682e-01,2.873778e-01,1.828547e-01,7.620412e-01,5.755560e-01,
6.371667e-01,2.305457e-01,7.458026e-02,6.405756e-01,2.056852e-01,2.222810e-01,2.261846e-01,1.977964e-01,5.117620e-01,7.562196e-01,1.024786e-01,8.075783e-01,4.815513e-01,4.411949e-01,2.894046e-01,6.915764e-01,2.975273e-01,1.892030e-01,7.859374e-01,6.292129e-01,
6.342636e-01,2.415289e-01,7.367976e-02,6.724848e-01,2.015640e-01,2.375771e-01,2.333636e-01,2.087832e-01,5.242372e-01,7.918117e-01,1.057941e-01,8.502049e-01,5.025833e-01,4.524917e-01,3.154961e-01,7.326792e-01,3.062056e-01,1.935631e-01,8.133819e-01,6.853248e-01,
6.328773e-01,2.541060e-01,7.293955e-02,7.049789e-01,1.980923e-01,2.549924e-01,2.407993e-01,2.197902e-01,5.376186e-01,8.311030e-01,1.097757e-01,8.915477e-01,5.247564e-01,4.659073e-01,3.427877e-01,7.754951e-01,3.135790e-01,1.959819e-01,8.441076e-01,7.422872e-01,
6.333987e-01,2.681448e-01,7.230007e-02,7.381735e-01,1.952003e-01,2.740379e-01,2.486170e-01,2.307969e-01,5.519611e-01,8.738567e-01,1.145813e-01,9.319667e-01,5.485009e-01,4.830428e-01,3.711377e-01,8.178093e-01,3.197885e-01,1.967195e-01,8.773834e-01,7.984722e-01,
6.360201e-01,2.832718e-01,7.175273e-02,7.718898e-01,1.928033e-01,2.940962e-01,2.571519e-01,2.418273e-01,5.676785e-01,9.195033e-01,1.203089e-01,9.718554e-01,5.743476e-01,5.054843e-01,4.001708e-01,8.576310e-01,3.249959e-01,1.960265e-01,9.125829e-01,8.526878e-01,
6.408519e-01,2.990962e-01,7.133017e-02,8.061069e-01,1.908541e-01,3.145111e-01,2.667338e-01,2.529499e-01,5.852304e-01,9.676771e-01,1.269833e-01,1.011588e+00,6.032391e-01,5.346046e-01,4.294505e-01,8.933015e-01,3.293694e-01,1.941871e-01,9.490727e-01,9.037317e-01,
6.477613e-01,3.150964e-01,7.101922e-02,8.406084e-01,1.893703e-01,3.346620e-01,2.776860e-01,2.640654e-01,6.051262e-01,1.017748e+00,1.345681e-01,1.051567e+00,6.363067e-01,5.707361e-01,4.584148e-01,9.238155e-01,3.330562e-01,1.914559e-01,9.860673e-01,9.506217e-01,
6.563405e-01,3.308131e-01,7.078069e-02,8.751726e-01,1.882432e-01,3.541239e-01,2.903174e-01,2.752147e-01,6.277915e-01,1.069211e+00,1.428099e-01,1.092150e+00,6.746086e-01,6.127474e-01,4.865420e-01,9.489492e-01,3.361940e-01,1.881127e-01,1.022897e+00,9.928257e-01,
6.659521e-01,3.458588e-01,7.064559e-02,9.094561e-01,1.874288e-01,3.727113e-01,3.048971e-01,2.864367e-01,6.534483e-01,1.121630e+00,1.514363e-01,1.133670e+00,7.191490e-01,6.580297e-01,5.133345e-01,9.688622e-01,3.388464e-01,1.843572e-01,1.059162e+00,1.029837e+00,
6.759464e-01,3.598949e-01,7.056222e-02,9.432278e-01,1.869525e-01,3.904006e-01,3.215948e-01,2.977293e-01,6.821118e-01,1.174441e+00,1.600917e-01,1.176423e+00,7.705984e-01,7.028572e-01,5.385348e-01,9.840160e-01,3.411278e-01,1.803642e-01,1.094588e+00,1.061406e+00,
6.855494e-01,3.727219e-01,7.050788e-02,9.762236e-01,1.866642e-01,4.073309e-01,3.404451e-01,3.092134e-01,7.133242e-01,1.227277e+00,1.683765e-01,1.220628e+00,8.287200e-01,7.436174e-01,5.619519e-01,9.951988e-01,3.431064e-01,1.762912e-01,1.128713e+00,1.087587e+00,
6.941316e-01,3.842628e-01,7.050322e-02,1.008093e+00,1.866030e-01,4.237030e-01,3.612942e-01,3.209287e-01,7.465090e-01,1.279757e+00,1.759647e-01,1.266519e+00,8.923225e-01,7.774402e-01,5.834720e-01,1.003096e+00,3.448892e-01,1.722275e-01,1.161471e+00,1.108415e+00,
7.010369e-01,3.945451e-01,7.055941e-02,1.038534e+00,1.866771e-01,4.396048e-01,3.839266e-01,3.330069e-01,7.808787e-01,1.331547e+00,1.826834e-01,1.314232e+00,9.596378e-01,8.028758e-01,6.031292e-01,1.008408e+00,3.464964e-01,1.682649e-01,1.192758e+00,1.124279e+00,
7.059267e-01,4.036287e-01,7.067504e-02,1.067304e+00,1.869469e-01,4.551283e-01,4.078305e-01,3.455448e-01,8.155278e-01,1.382385e+00,1.883202e-01,1.363795e+00,1.027995e+00,8.197052e-01,6.207843e-01,1.011891e+00,3.480347e-01,1.644694e-01,1.222377e+00,1.135481e+00,
7.086502e-01,4.116797e-01,7.080086e-02,1.094351e+00,1.873087e-01,4.701796e-01,4.324360e-01,3.586929e-01,8.497225e-01,1.432233e+00,1.929171e-01,1.415177e+00,1.094737e+00,8.286500e-01,6.364254e-01,1.014094e+00,3.496068e-01,1.608684e-01,1.250310e+00,1.142637e+00,
7.091544e-01,4.188642e-01,7.093624e-02,1.119576e+00,1.877639e-01,4.846016e-01,4.571207e-01,3.725766e-01,8.827641e-01,1.480971e+00,1.965033e-01,1.468305e+00,1.157557e+00,8.307986e-01,6.498998e-01,1.015466e+00,3.513246e-01,1.574814e-01,1.276396e+00,1.146218e+00,
7.076426e-01,4.253205e-01,7.107682e-02,1.143047e+00,1.882949e-01,4.981183e-01,4.811434e-01,3.872498e-01,9.142125e-01,1.528736e+00,1.991849e-01,1.523009e+00,1.214580e+00,8.275560e-01,6.610259e-01,1.016527e+00,3.532442e-01,1.543497e-01,1.300491e+00,1.146811e+00,
7.042382e-01,4.313043e-01,7.124494e-02,1.164950e+00,1.888971e-01,5.104687e-01,5.040421e-01,4.027516e-01,9.437381e-01,1.575531e+00,2.011443e-01,1.578994e+00,1.264659e+00,8.202040e-01,6.697890e-01,1.017706e+00,3.555541e-01,1.514106e-01,1.322363e+00,1.145121e+00,
6.992813e-01,4.369356e-01,7.142550e-02,1.185563e+00,1.895508e-01,5.214808e-01,5.252516e-01,4.189341e-01,9.711295e-01,1.621517e+00,2.025589e-01,1.635982e+00,1.307132e+00,8.098313e-01,6.759894e-01,1.019340e+00,3.581834e-01,1.487696e-01,1.341773e+00,1.141630e+00,
6.930438e-01,4.424560e-01,7.164983e-02,1.205172e+00,1.902997e-01,5.310408e-01,5.444490e-01,4.358900e-01,9.964201e-01,1.666844e+00,2.036421e-01,1.693642e+00,1.342179e+00,7.974442e-01,6.796949e-01,1.021654e+00,3.612889e-01,1.463138e-01,1.358563e+00,1.136950e+00,
6.857959e-01,4.479122e-01,7.187951e-02,1.224203e+00,1.910478e-01,5.392259e-01,5.615054e-01,4.534933e-01,1.019518e+00,1.711417e+00,2.045999e-01,1.751538e+00,1.369950e+00,7.837343e-01,6.810324e-01,1.024894e+00,3.650252e-01,1.441238e-01,1.372510e+00,1.131649e+00,
6.779016e-01,4.534511e-01,7.206964e-02,1.243109e+00,1.918094e-01,5.462110e-01,5.764874e-01,4.715715e-01,1.040573e+00,1.755161e+00,2.056683e-01,1.809198e+00,1.391179e+00,7.692209e-01,6.801047e-01,1.029237e+00,3.693100e-01,1.421123e-01,1.383548e+00,1.126185e+00,
6.695100e-01,4.592513e-01,7.232257e-02,1.262363e+00,1.925609e-01,5.522767e-01,5.895857e-01,4.899185e-01,1.059740e+00,1.797749e+00,2.070594e-01,1.866246e+00,1.406606e+00,7.544190e-01,6.770506e-01,1.034611e+00,3.742874e-01,1.403248e-01,1.391695e+00,1.120919e+00,
6.608875e-01,4.653375e-01,7.256176e-02,1.282477e+00,1.933155e-01,5.576278e-01,6.010640e-01,5.084929e-01,1.077010e+00,1.838892e+00,2.089202e-01,1.922289e+00,1.417038e+00,7.396457e-01,6.721716e-01,1.041084e+00,3.799473e-01,1.387237e-01,1.396808e+00,1.116247e+00,
6.522049e-01,4.717875e-01,7.281901e-02,1.303916e+00,1.940382e-01,5.625817e-01,6.113050e-01,5.271624e-01,1.092658e+00,1.878127e+00,2.114434e-01,1.976983e+00,1.423245e+00,7.252308e-01,6.657267e-01,1.048417e+00,3.863124e-01,1.373276e-01,1.399081e+00,1.112180e+00,
6.436247e-01,4.787133e-01,7.307442e-02,1.327189e+00,1.947634e-01,5.673783e-01,6.206339e-01,5.458984e-01,1.106769e+00,1.914981e+00,2.148235e-01,2.030035e+00,1.426008e+00,7.112515e-01,6.579632e-01,1.056580e+00,3.933536e-01,1.361388e-01,1.398733e+00,1.108939e+00,
6.352381e-01,4.862493e-01,7.332434e-02,1.352825e+00,1.954570e-01,5.721211e-01,6.293874e-01,5.648040e-01,1.119594e+00,1.949030e+00,2.191053e-01,2.081194e+00,1.426128e+00,6.978768e-01,6.491294e-01,1.065282e+00,4.010577e-01,1.350938e-01,1.395853e+00,1.106547e+00,
6.271066e-01,4.944632e-01,7.355791e-02,1.381296e+00,1.961934e-01,5.769306e-01,6.379304e-01,5.839433e-01,1.131236e+00,1.979823e+00,2.244465e-01,2.130322e+00,1.424247e+00,6.850643e-01,6.395542e-01,1.074333e+00,4.093555e-01,1.342457e-01,1.390835e+00,1.104761e+00,
6.194584e-01,5.034857e-01,7.375095e-02,1.413138e+00,1.968677e-01,5.817780e-01,6.465169e-01,6.034521e-01,1.142025e+00,2.007169e+00,2.307704e-01,2.177365e+00,1.420936e+00,6.729532e-01,6.293230e-01,1.083440e+00,4.181654e-01,1.335086e-01,1.383865e+00,1.103560e+00,
6.121160e-01,5.134735e-01,7.392765e-02,1.448888e+00,1.975205e-01,5.865518e-01,6.554348e-01,6.237286e-01,1.152143e+00,2.030826e+00,2.380774e-01,2.222263e+00,1.416781e+00,6.614956e-01,6.188049e-01,1.092486e+00,4.274746e-01,1.329243e-01,1.375292e+00,1.102648e+00,
6.052650e-01,5.246763e-01,7.411417e-02,1.488875e+00,1.981800e-01,5.911098e-01,6.648312e-01,6.451648e-01,1.161907e+00,2.050904e+00,2.462011e-01,2.265110e+00,1.411978e+00,6.508464e-01,6.080892e-01,1.101360e+00,4.371403e-01,1.324571e-01,1.365578e+00,1.101764e+00,
5.988808e-01,5.372646e-01,7.427593e-02,1.533273e+00,1.988290e-01,5.953475e-01,6.747471e-01,6.682222e-01,1.171497e+00,2.067496e+00,2.549941e-01,2.306118e+00,1.407091e+00,6.408630e-01,5.973132e-01,1.109978e+00,4.471677e-01,1.321422e-01,1.354834e+00,1.100878e+00,
5.929833e-01,5.515179e-01,7.447230e-02,1.582203e+00,1.994576e-01,5.991090e-01,6.851541e-01,6.934826e-01,1.181113e+00,2.080812e+00,2.641799e-01,2.345476e+00,1.402197e+00,6.316783e-01,5.866681e-01,1.118287e+00,4.574981e-01,1.319067e-01,1.343534e+00,1.099732e+00,
5.875838e-01,5.676607e-01,7.470766e-02,1.635640e+00,2.001064e-01,6.021612e-01,6.960654e-01,7.215357e-01,1.190953e+00,2.091305e+00,2.734900e-01,2.383463e+00,1.397700e+00,6.231354e-01,5.762471e-01,1.126293e+00,4.680851e-01,1.317426e-01,1.331920e+00,1.098130e+00,
5.826272e-01,5.859736e-01,7.493085e-02,1.693299e+00,2.007289e-01,6.045167e-01,7.073840e-01,7.528682e-01,1.201228e+00,2.099407e+00,2.826964e-01,2.420419e+00,1.393503e+00,6.153440e-01,5.660516e-01,1.134218e+00,4.790001e-01,1.316523e-01,1.320212e+00,1.096077e+00,
